kreds,gyldige stemmer i alt,gyldige brevstemmer i alt,ugyldige stemmer i alt (1+2),1. ugyldige stemmer afgivet på afstemningsstedet (1a-1n),1a. blanke,1b. andet mærke end kryds i stedet for kryds,1c. helt eller delvist overstreget,1d. kryds i flere partifelter,1e. kryds rækker ind i flere partifelter,1f. kryds ud for ordene uden for partierne,"1g. overstreget, udvisket eller halvt kryds",1h. kryds uden for partifelterne,1i. andre grunde til tvivl om vælgerens stemmafgivning,1j. stemmeseddel ikke udleveret på afstemningsstedet,1k. andet mærke end kryds foruden kryds,1l. anført mere end tre kryds,"1m. stemmeseddel med tegning, på skrift eller klæbning","1n. afm. m. forskell. farver, iturevet mv., andet særpræg",2. ugyldige brevstemmer (2a-2l),2a. blanke,2b. kun navn på ikke opstillet person eller tillige usikker uofficiel bogstavsbetegnelse,2c. kun anført uofficiel bogstavbetegnelse på ét bogstav,2d. kun anført usikker uofficiel bogstavbetegnelse på flere bogstaver,2e. kun anført kryds,"2f. modstrid vedrørende bogstavbetegnelse, partinavn, personnavn",2g. andre grunde til tvivl om vælgers stemmeafgivning,2h. andet eller mere end én stemmeseddel i konvolutten,2i. stemmeseddel ikke tilvejebragt af ministeren,2j. konvolut med påskrift eller påklæbning,"2k. stemmeseddel med tegning, påskrift eller påklæbning","2l. udfyldt på bagsiden, iturevet mv., andet særpræg",ikke i betragtning tagne brevstemmer (3a-3g),3a. afsenderen var ikke opført på valglisten,3b. afsenderen var død inden valgdagen,3c. yderkuverten indeholdt flere end ét følgebrev og én konvolut,3d. stemmematerialet var ikke det af ministeren tilvejebragte,3e. den foreskrevne fremgangsmåde ved stemmeafgivning har ikke været fulgt,3f. brevstemmen var ikke afgivet indenfor de i loven nævnte frister,3g. vælgeren har afgivet mere end en brevstemme,for sent modtagne brevstemmer,antal vælgere
Lemming,17863,1597,233,213,163,20,3,8,1,0,1,0,1,0,3,0,13,0,20,7,0,1,0,1,8,0,2,0,0,1,0,..,..,..,..,..,..,..,..,..,22036
Linå,27664,1841,283,253,167,39,5,12,0,1,5,1,1,0,5,1,14,2,30,12,4,2,1,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32553
Resenbro,4501,330,55,46,24,12,0,2,0,0,3,0,0,0,1,0,3,1,9,3,0,2,1,0,2,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5355
Sejling,1779,96,19,19,9,4,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2147
Sejs,1453,42,15,14,8,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1786
Sjørslev,2907,178,23,20,15,3,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3506
Sorring,8327,753,96,80,54,12,1,4,0,0,1,1,1,0,1,0,5,0,16,9,3,0,0,3,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,9554
Thorning,2245,126,29,29,18,5,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2647
Vinderslev,2025,118,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2371
Voel,2403,103,16,16,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2803
6. SILKEBORG SYD,2024,95,19,18,14,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2384
Balle,28332,1374,291,257,213,10,0,5,0,0,1,6,0,0,6,1,15,0,34,16,1,1,1,0,6,4,0,0,0,5,0,3,0,0,0,1,1,0,1,0,32734
Bryrup,2155,98,15,13,10,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2543
Buskelund,1855,112,15,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2123
Gjessø,1182,52,13,13,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1400
Hjøllund,1320,77,14,13,10,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1527
Langsøskolen,863,28,9,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,989
Lysbro,4192,197,59,52,45,1,0,1,0,0,1,0,0,0,1,0,3,0,7,5,0,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4894
Alderslyst,3578,151,41,37,34,0,0,0,0,0,0,0,0,0,2,0,1,0,4,3,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,4301
Jysk Arena,856,41,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,966
Them,885,37,8,7,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1016
Vestergadehallen,999,51,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1128
Virklund,1298,67,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1439
7. IKAST,617,27,7,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,707
Ejstrup,2884,193,23,18,13,2,0,0,0,0,0,1,0,0,1,0,1,0,5,1,0,0,0,0,0,3,0,0,0,1,0,..,..,..,..,..,..,..,..,..,3180
Gludsted,653,32,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,792
Nørre-Snede,1089,47,14,13,7,2,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1237
Klovborg,1844,60,18,15,13,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2169
Brande By,854,35,8,8,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,996
Blåhøj,1208,69,16,15,10,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1327
Ikast,30453,2179,310,278,217,14,0,9,0,0,0,1,1,0,8,0,28,0,32,15,3,3,0,1,7,2,0,0,0,1,0,32,15,2,0,5,2,0,8,0,35685
Isenvad,2899,146,35,30,22,1,0,1,0,0,0,1,0,0,1,0,4,0,5,3,0,0,0,0,1,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3208
Bording,1363,59,12,12,7,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1625
Engesvang,3237,216,19,15,13,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,0,2,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3538
8. HERNING SYD,798,46,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,868
Herning,296,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,372
Arnborg,1720,122,21,19,13,2,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2055
Kibæk,2217,158,21,17,15,1,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2518
Kølkær,2804,166,35,33,29,0,0,1,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3384
Lind,4071,303,42,40,21,5,0,4,0,0,0,0,0,0,2,0,8,0,2,1,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5030
Sdr. Felding,2356,117,18,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2735
Skarrild,6403,635,84,73,60,4,0,0,0,0,0,0,1,0,1,0,7,0,11,4,2,0,0,0,4,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,7803
Studsgård,2289,188,12,12,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2549
NORDJYLLANDS STORKREDS,24436,1467,302,263,198,24,1,6,2,0,11,0,0,0,6,1,13,1,39,16,5,0,0,3,5,0,1,0,0,8,1,22,0,0,0,0,19,0,3,0,29300
1. FREDERIKSHAVN,1521,66,20,19,12,4,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1818
Skagen,665,20,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,820
Hulsig,1457,59,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1767
Ålbæk,606,32,20,15,8,4,0,0,0,0,2,0,0,0,0,1,0,0,5,1,1,0,0,0,1,0,1,0,0,1,0,..,..,..,..,..,..,..,..,..,790
Jerup,4905,267,65,60,43,7,0,4,0,0,3,0,0,0,0,0,2,1,5,3,2,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5978
Elling,540,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,660
Strandby,9899,753,117,94,72,5,0,2,1,0,2,0,0,0,3,0,9,0,23,10,2,0,0,3,4,0,0,0,0,4,0,..,..,..,..,..,..,..,..,..,11860
Frederikshavn Nord,669,24,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,745
Frederikshavn Midt,2306,144,31,27,22,1,0,0,0,0,2,0,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,..,2704
Frederikshavn Syd,1868,80,25,24,18,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,..,..,..,..,..,..,..,..,..,2158
Ravnshøj,25963,1632,268,253,219,4,2,11,0,0,2,1,0,0,7,1,4,2,15,0,1,1,2,2,3,2,0,0,0,4,0,16,0,0,0,7,4,0,5,0,31127
Gærum,15769,1138,181,170,148,3,1,6,0,0,1,0,0,0,6,1,4,0,11,0,0,0,1,1,3,2,0,0,0,4,0,..,..,..,..,..,..,..,..,..,19385
Sæby,809,47,8,8,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,997
Brønden,2109,97,13,12,8,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2470
Dybvad,596,14,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,739
Hørby,4125,239,36,33,32,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4532
Præstbro,1430,67,8,8,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1718
Thorshøj,619,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,703
Understed,506,18,8,8,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,583
Voerså,366396,26873,3697,3263,2592,172,34,134,18,0,20,27,7,0,105,20,123,11,434,190,39,16,4,17,86,22,9,9,0,38,4,140,10,3,0,27,62,4,34,0,444951
Volstrup,38498,2962,472,420,241,76,4,17,2,0,5,5,0,0,49,5,15,1,52,20,1,0,0,2,18,4,1,2,0,4,0,20,0,0,0,2,8,1,9,0,47711
Østervrå,4834,433,57,50,32,9,0,2,1,0,1,2,0,0,1,0,2,0,7,3,0,0,0,1,2,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,6139
Lyngså,100,9,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,129
Læsø,1215,115,18,17,14,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1464
2. HJØRRING,615,48,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,731
Hirtshals,1080,62,7,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1276
Hjørring - Centrum,1577,99,16,13,6,0,2,0,0,0,0,1,0,0,2,0,2,0,3,0,0,0,0,1,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1925
Tornby,3968,339,33,29,17,2,0,4,1,0,0,0,0,0,2,1,2,0,4,3,0,0,0,0,0,0,0,1,0,0,0,..,..,..,..,..,..,..,..,..,4873
Bindslev,5773,538,108,95,48,29,0,0,0,0,0,1,0,0,13,2,2,0,13,5,0,0,0,0,5,3,0,0,0,0,0,..,..,..,..,..,..,..,..,..,7717
Tversted,4546,386,47,43,32,2,1,0,0,0,1,1,0,0,2,2,2,0,4,2,0,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5548
Taars,1178,57,9,8,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1430
Vrejlev-Hæstrup,1324,121,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1501
Bjergby-Mygdal,6024,438,98,86,32,16,0,8,0,0,0,0,0,0,27,0,2,1,12,3,0,0,0,0,5,0,1,1,0,2,0,..,..,..,..,..,..,..,..,..,7244
Skallerup,288,10,10,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,355
Hjørring - Nord,638,26,12,10,6,1,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,832
Hjørring - Syd,505,29,9,8,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,621
Hjørring - Vest,301,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,367
Vrå,469,11,7,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,589
Hundelev,376,20,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,429
Løkken,500,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,623
Sindal,415,14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,522
Astrup,1127,43,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1407
Tolne,424,27,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,495
Ugilt,1221,104,8,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1494
Lendum,40188,2622,420,377,282,19,6,17,2,0,1,2,6,0,5,3,27,7,43,14,3,1,1,4,8,4,4,1,0,3,0,14,3,2,0,2,4,0,3,0,48991
3. BRØNDERSLEV,1165,76,17,15,11,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1396
Agersted,3287,252,28,21,16,0,0,1,0,0,1,0,2,0,0,1,0,0,7,4,1,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4303
Asaa,3956,347,54,50,37,4,3,2,0,0,0,0,0,0,0,1,3,0,4,2,0,0,0,1,0,0,0,1,0,0,0,..,..,..,..,..,..,..,..,..,5200
Dronninglund,1183,100,13,12,6,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1389
Flauenskjold,1055,37,10,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1268
Hjallerup,1034,58,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1273
Klokkerholm,2031,92,27,24,16,1,0,3,0,0,0,0,0,0,1,0,3,0,3,1,0,0,0,0,1,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2562
Brønderslev,1094,49,9,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1373
Stenum,1124,48,14,13,9,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1285
Thise,1108,77,11,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1279
Ø. Brønderslev,4276,293,45,41,36,0,0,1,0,0,0,2,0,0,0,0,2,0,4,2,0,0,0,0,0,1,1,0,0,0,0,..,..,..,..,..,..,..,..,..,4984
Hallund,4284,290,43,41,30,1,0,0,0,0,0,0,1,0,0,0,8,1,2,1,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5124
Jerslev,4037,326,35,31,16,0,0,4,0,0,0,0,0,0,0,0,6,5,4,1,1,0,0,0,0,0,1,0,0,1,0,..,..,..,..,..,..,..,..,..,4750
Serritslev,2575,113,26,22,18,0,0,0,0,0,0,0,1,0,0,1,2,0,4,1,1,0,0,0,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,3162
Aabybro,719,45,10,10,6,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,841
Biersted,1891,132,23,17,15,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,1,1,0,1,0,2,0,0,0,0,..,..,..,..,..,..,..,..,..,2266
Nørhalne,2215,122,27,26,22,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2746
Gjøl,770,31,8,8,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,897
Ingstrup,778,55,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,939
V. Hjermitslev,698,38,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,804
Brovst,908,41,7,7,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1150
Halvrimmen,46354,2537,446,399,319,23,16,11,3,0,6,2,0,0,3,4,12,0,47,29,2,3,0,2,4,3,2,1,0,1,0,18,5,0,0,6,2,2,3,0,56101
Arentsminde,510,14,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,640
Tranum,1115,48,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1401
Skovsgård,3155,136,32,30,22,1,0,5,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3835
Fjerritslev,818,23,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1004
Thorup,2913,104,36,33,27,1,2,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3426
Ørebro,1253,46,15,14,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1477
Pandrup,7994,540,79,74,56,12,0,2,0,0,0,0,0,0,0,2,2,0,5,3,0,0,0,1,0,0,1,0,0,0,0,..,..,..,..,..,..,..,..,..,9642
Kaas,434,10,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,491
Hune,767,37,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,915
Saltum,990,40,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1187
4. THISTED,420,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,500
Sejerslev,1437,55,20,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1813
Flade,561,21,6,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,643
Bjergby,4036,298,19,18,15,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4703
Solbjerg,1262,63,17,16,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,..,..,..,..,..,..,..,..,..,1462
Ø. Jølby,1069,39,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1205
Erslev,818,57,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,963
Tødsø,813,50,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,916
Frøslev,417,37,7,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,516
Tæbring,353,16,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,429
Fredsø,1769,128,18,16,11,1,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2268
Vils,864,28,12,12,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1049
Karby,387,17,9,7,4,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,501
Redsted,719,43,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,881
Ørding,979,40,9,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1200
Ø. Assels,2621,142,26,24,20,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,3320
Thisted By,770,42,8,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1008
Harring-Stagstrup,633,24,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,784
Hillerslev-Kåstrup,733,26,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,912
Hundborg-Jannerup,2051,152,17,16,12,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2456
Vorupør,1663,58,15,14,10,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,..,..,..,..,..,..,..,..,..,2200
Nors-Tved,1226,119,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1382
Sennels,804,55,17,17,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,972
Sjørring-Thorsted,40212,2385,319,283,220,6,1,17,1,0,6,0,1,0,12,1,17,1,36,15,8,1,0,0,7,2,0,0,0,3,0,14,1,1,0,0,9,0,3,0,48197
